Item Type;Publication Year;Publication Title;Author;Title;Date;Url;ISBN;ISSN;DOI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Lawson, Alex;Google to buy nuclear power for AI datacentres in ‘world first’ deal;15/10/2024;https://www.theguardian.com/technology/2024/oct/15/google-buy-nuclear-power-ai-datacentres-kairos-power;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Mazzucato, Mariana;The ugly truth behind ChatGPT: AI is guzzling resources at planet-eating rates;30/05/2024;https://www.theguardian.com/commentisfree/article/2024/may/30/ugly-truth-ai-chatgpt-guzzling-resources-environment;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Montgomery, Blake;Google parent Alphabet sees double-digit growth as AI bets boost cloud business;29/10/2024;https://www.theguardian.com/technology/2024/oct/29/alphabet-google-earnings-report;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;O'Brien, Isabel;Data center emissions probably 662% higher than big tech claims. Can it keep up the ruse?;15/09/2024;https://www.theguardian.com/technology/2024/sep/15/data-center-gas-emissions-tech;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Ossip, Rachel;Hidden traces of humanity: what AI images reveal about our world;01/10/2024;https://www.theguardian.com/news/2024/oct/01/hidden-traces-of-humanity-what-ai-images-reveal-about-our-world;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Perkins, Tom;In threat to climate safety, Michigan to woo tech data centers with new laws;03/06/2024;https://www.theguardian.com/us-news/article/2024/jun/03/michigan-data-centers-climate-;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Robins-Early, Nick;Google’s second antitrust suit brought by US begins, over online ads;09/09/2024;https://www.theguardian.com/technology/article/2024/sep/09/google-antitrust-lawsuit-online-ads;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Sainato, Michael;Workers accuse Google of ‘tantrum’ after 50 fired over Israel contract protest;27/04/2024;https://www.theguardian.com/technology/2024/apr/27/google-project-nimbus-israel;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The Guardian;Simpson, Jack;Google faces US government attempt to break it up;09/10/2024;https://www.theguardian.com/technology/2024/oct/09/google-us-government-attempt-break-up-business-court-filing;;0261-3077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
newspaperArticle;2024;The New York Times;"Metz, Cade; Kang, Cecilia; Frenkel, Sheera; Thompson, Stuart A.; Grant, Nico";How Tech Giants Cut Corners to Harvest Data for A.I.;06/04/2024;https://www.nytimes.com/2024/04/06/technology/tech-giants-harvest-data-artificial-intelligence.html;;0362-4331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
podcast;2019;;Lorica, Ben;The evolution of TensorFlow and of machine learning infrastructure;12/12/2019;https://thedataexchange.media/the-evolution-of-machine-learning-infrastructure/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
podcast;2020;;"Benson, Chris; Whitenack, Daniel";How the U.S. military thinks about AI with Greg Allen of the Joint Artificial Intelligence Center (Practical AI #72);13/01/2020;https://changelog.com/practicalai/72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
podcast;2020;;"Soroko, Jason; Callan, Tim";Root Causes 73: Apple to Drop Support for Two-year SSL Certificates;13/03/2020;https://www.sectigo.com/resource-library/root-causes-1-73-apple-to-drop-support-for-two-year-ssl-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
podcast;2020;;Stewart, Jack;Contracts between Big Tech and the military can fly under the radar;16/07/2020;https://www.marketplace.org/shows/marketplace-tech/big-tech-military-contracts-government-microsoft-amazon-google-defense-law-enforcement/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
podcast;2021;;"Adrian, David; Connolly, Deidre; Ptacek, Thomas";How to be a Certificate Authority with Ryan Sleevi;06/09/2021;https://securitycryptographywhatever.com/2021/09/06/how-to-be-a-certificate-authority-with-ryan-sleevi/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
preprint;2016;;"Hofmann, Jeanette; Katzenbach, Christian; Gollatz, Kirsten";Between Coordination and Regulation: Finding the Governance in Internet Governance;07/09/2016;https://papers.ssrn.com/abstract=2836068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
presentation;2018;;Bursztein, Elie;How to successfully harness AI to combat fraud and abuse | RSA talk;19/04/2018;https://elie.net/talk/how-to-successfully-harness-ai-to-combat-fraud-and-abuse.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
presentation;2023;;Chrome Security;Chrome Browser Update;28/02/2023;https://cabforum.org/uploads/6-CABF-F2F-58-Chrome-Browser-Update-PUBLIC.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
presentation;2023;;Chrome Security;Chrome Browser Update;06/06/2023;https://cabforum.org/uploads/7-CABF-F2F-59-Chrome-Browser-Update-PUBLIC.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
presentation;2023;;"Wilson, Ben; Wilson, Kathleen";Mozilla Root Program Update for the CA/Browser Forum;?/02/2023;https://cabforum.org/wp-content/uploads/5-2023-February-Mozilla-Update-CABF-Ottawa-F2F.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
presentation;;;Sleevi, Ryan;What is wrong with the Bylaws;;https://cabforum.org/wp-content/uploads/CABF45-Sleevi-Whats-Wrong-With-the-Ecosystem.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2014;;Nye, Jospeph S. Jr.;The Regime Complex for Managing Global Cyber Activities;2014;https://www.cigionline.org/static/documents/gcig_paper_no1.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Report;2016;Crime, Law and Social Change;Bures, Oldrich;Contributions of private businesses to the provision of security in the EU: beyond public-private partnerships;21/10/2016;https://www.infona.pl//resource/bwmeta1.element.springer-doi-10_1007-S10611-016-9650-6;;0925-4994, 1573-0751;10.1007/s10611-016-9650-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2017;;"Frampton, Martyn; Fisher, Ali; Prucha, Nico";The New Netwar: Countering Extremism Online;23/09/2017;https://policyexchange.org.uk/publication/the-new-netwar-countering-extremism-online/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2017;;The Royal Society;Machine learning: the power and promise of computers that learn by example;?/04/2017;https://royalsociety.org/~/media/policy/projects/machine-learning/publications/machine-learning-report.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2019;;International Committee of the Red Cross;Artificial intelligence and machine learning in armed conflict: A human-centred approach;05/06/2019;https://www.icrc.org/en/document/artificial-intelligence-and-machine-learning-armed-conflict-human-centred-approach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2019;;NATO;Artificial Intelligence: Implications for NATO's Armed Forces;2019;https://www.nato-pa.int/download-file?filename=sites/default/files/2019-10/REPORT%20149%20STCTTS%2019%20E%20rev.%201%20fin-%20ARTIFICIAL%20INTELLIGENCE.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2019;;Tonin, Matej;ARTIFICIAL INTELLIGENCE: IMPLICATIONS FOR NATO’S ARMED FORCES;13/10/2019;https://www.nato-pa.int/download-file?filename=sites/default/files/2019-10/REPORT%20149%20STCTTS%2019%20E%20rev.%201%20fin-%20ARTIFICIAL%20INTELLIGENCE.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2020;;"Aiken, Catherine; Kagan, Rebecca; Page, Michael";“Cool Projects” or “Expanding the Efficiency of the Murderous American War Machine?”;?/11/2020;https://cset.georgetown.edu/publication/cool-projects-or-expanding-the-efficiency-of-the-murderous-american-war-machine/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2021;;Human-Centered AI Institute;Artificial Intelligence Index Report 2021;2021-03;https://aiindex.stanford.edu/wp-content/uploads/2021/11/2021-AI-Index-Report_Master.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2021;;;How the EU’s Flawed Artificial Intelligence Regulation Endangers the Social Safety Net: Questions and Answers;10/11/2021;https://www.hrw.org/news/2021/11/10/how-eus-flawed-artificial-intelligence-regulation-endangers-social-safety-net;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
report;2024;;Climate Action Against Disinformation;The AI Threats to Climate Change;07/03/2024;https://caad.info/analysis/reports/the-ai-threats-to-climate-change/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
standard;2012;;CA/B Forum;Baseline Requirements for the Issuance and Management of Publicly-Trusted Certificates, v.1.0;01/07/2012;https://cabforum.org/uploads/Baseline_Requirements_V1.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
standard;2022;;;RFC 6960 - X.509 Internet Public Key Infrastructure Online Certificate Status Protocol - OCSP;28/01/2022;https://web.archive.org/web/20220128184912/https://datatracker.ietf.org/doc/html/rfc6960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2016;;Paul Turner;Introduction to Cryptographic Keys and Certificates;24/04/2016;https://www.youtube.com/watch?v=q9vu6_2r0o4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2017;;The Heritage Foundation;Digital Security and Due Process: Modernizing Cross-Border Surveillance Law for the Cloud Era;23/06/2017;https://www.youtube.com/watch?v=E6JIbomzbhU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2017;;Trajectory On Location;"Keynote: Lt. Gen. John N.T. &ldquo;Jack&rdquo; Shanahan, Director for Defense Intelligence, Warfighter Support, OUSD(I)";07/06/2017;https://vimeo.com/220699218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2018;;Green, Yasmin;Yasmin Green: How technology can fight extremism and online harassment | TED Talk;01/04/2018;https://www.ted.com/talks/yasmin_green_how_technology_can_fight_extremism_and_online_harassment/transcript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2019;;Lex Fridman;Deep Learning Basics: Introduction and Overview;11/01/2019;https://www.youtube.com/watch?v=O5xeyoRL95U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2019;;TensorFlow;TensorFlow World 2019 Keynote;2019;https://www.youtube.com/watch?v=MunFeX-0MD8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2019;;TensorFlow;Day 2 Keynote (TF World '19);01/11/2019;https://www.youtube.com/watch?v=zxd3Q2gdArY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
videoRecording;2024;;Bloomberg Originals;Google CEO Sundar Pichai and the Future of AI | The Circuit;2024;https://www.youtube.com/watch?app=desktop&v=5puu3kN9l7c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2007;blog.pmarca.com;Andreessen, Marc;The three kinds of platforms you meet on the Internet;?/?/2007;https://web.archive.org/web/20071002031605/http://blog.pmarca.com/2007/09/the-three-kinds.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2010;;;STOP. THINK. CONNECT.;2010;https://stopthinkconnect.org/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;CA/Browser Forum;CA/B Forum;Information for Potential Members;30/08/2013;https://cabforum.org/about/information/potential-members/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;CA/Browser Forum;CA/B Forum;FAQ for Baseline Requirements;04/09/2013;https://cabforum.org/working-groups/server/baseline-requirements/faq/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;Google;Drummond, David;Google’s approach to government requests for user data;27/01/2013;https://blog.google/technology/safety-security/googles-approach-to-government-requests/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;Google The Keyword;Salgado, Richard;Transparency Report: Shedding more light on National Security Letters;05/03/2013;https://blog.google/technology/safety-security/transparency-report-shedding-more-light/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;NVIDIA Technical Blog;Gupta, Pradeep;How to Build a GPU-Accelerated Research Cluster;30/04/2013;https://developer.nvidia.com/blog/how-build-gpu-accelerated-research-cluster/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2013;ZDNET;Whittaker, Zack;What Google does when a government requests your data;28/01/2013;https://www.zdnet.com/article/what-google-does-when-a-government-requests-your-data/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2014;DigiCert;DigiCert;Certificate Transparency Required for EV Certificates to Show Green Address Bar in Chrome;05/12/2014;https://www.digicert.com/blog/certificate-transparency-required-ev-certificates-show-green-address-bar-chrome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2014;European Commission;European Commission;Joint statement Malmström - Alfano on the informal Ministerial dinner with IT companies;09/10/2014;https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_14_304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2015;Alphabet Investor Relations;"Page, Larry; Pichai, Sundar";2015 Founders' Letter;2015;http://abc.xyz/investor/founders-letters/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2015;Alphabet Investor Relations;Pichai, Sundar;Alphabet Investor Relations;2015;https://abc.xyz/investor/founders-letters/2015/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2015;Ars Technica;Goodin, Dan;Still fuming over HTTPS mishap, Google makes Symantec an offer it can’t refuse;29/10/2015;https://arstechnica.com/information-technology/2015/10/still-fuming-over-https-mishap-google-gives-symantec-an-offer-it-cant-refuse/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2015;Google Research;"Dean, Jeff; Monga, Rajat";TensorFlow - Google’s latest machine learning system, open sourced for everyone;09/11/2015;https://research.google/blog/tensorflow-googles-latest-machine-learning-system-open-sourced-for-everyone/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Alphabet Investor Relations;Page, Larry;2016 Founders' Letter;2016;http://abc.xyz/investor/founders-letters/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Business Insider Nederland;Hartmans, Avery;Google just unveiled new tools to fight harassment online;19/09/2016;https://www.businessinsider.nl/google-jigsaw-anti-harassment-tool-conversation-ai-2016-9/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;CA/Browser Forum;CA/B Forum;IPR Policy;09/02/2016;https://cabforum.org/about/ipr-policy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;CA/Browser Forum;CA/B Forum;Ballot 164 – Certificate Serial Number Entropy;31/03/2016;https://cabforum.org/2016/03/31/ballot-164-certificate-serial-number-entropy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;CAB Forum;;Minutes of the F2F 39 Meeting in Redmond, Washington, 18-20 October 2016;19/10/2016;https://cabforum.org/2016/10/19/2016-10-19-20-f2f-meeting-39-minutes/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Fortune;Parloff, Roger;From 2016: Why Deep Learning Is Suddenly Changing Your Life;29/09/2016;https://fortune.com/longform/ai-artificial-intelligence-deep-machine-learning/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Google The Keyword;Cohen, J;Protecting the world's news from digital attack;25/02/2016;https://blog.google/alphabet/protecting-worlds-news-digital-attack/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Google The Keyword;Salgado, R;Sharing National Security Letters with the public;13/12/2016;https://blog.google/outreach-initiatives/public-policy/sharing-national-security-letters-public/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Quartz;Wong, Joon Ian;Here’s how often Apple, Google, and others handed over data when the US government asked for it;19/02/2016;https://qz.com/620423/heres-how-often-apple-google-and-others-handed-over-data-when-the-us-government-asked-for-it;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Reuters;Reuters;U.S. DOJ is asking Apple for access to one device - White House;17/02/2016;https://www.reuters.com/article/technology/us-doj-is-asking-apple-for-access-to-one-device-white-house-idUSKCN0VQ2DC/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;U.S. Department of Defense;Pellerin, Cheryl;Defense Innovation Board Makes Interim Recommendations;05/10/2016;https://www.defense.gov/News/News-Stories/Article/Article/965196/defense-innovation-board-makes-interim-recommendations/https%3A%2F%2Fwww.defense.gov%2FNews%2FNews-Stories%2FArticle%2FArticle%2F965196%2Fdefense-innovation-board-makes-interim-recommendations%2F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;Wired;Steven, Levy;How Google is Remaking Itself as a “Machine Learning First” Company | WIRED;22/06/2016;https://www.wired.com/2016/06/how-google-is-remaking-itself-as-a-machine-learning-first-company/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2016;;Deshpande, Adit;A Beginner's Guide To Understanding Convolutional Neural Networks;20/07/2016;https://adeshpande3.github.io/A-Beginner's-Guide-To-Understanding-Convolutional-Neural-Networks/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Alphabet Investor Relations;Brin, Sergey;2017 Founders' Letter;2017;http://abc.xyz/investor/founders-letters/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;BBC;BBC;Theresa May warns tech firms over terror content;20/09/2017;https://www.bbc.com/news/uk-politics-41327816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;BBC;Wakefield, Jane;Google launches UK 'anti-terror fund';19/09/2017;https://www.bbc.com/news/technology-41320171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;CA/Browser Forum;;Ballot 185 – Limiting the Lifetime of Certificates;24/02/2017;https://cabforum.org/2017/02/24/ballot-185-limiting-the-lifetime-of-certificates/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;CA/Browser Forum;;Ballot 193 – 825-day Certificate Lifetimes;17/03/2017;https://cabforum.org/2017/03/17/ballot-193-825-day-certificate-lifetimes/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;CNAS;"Scharre, Paul; Cho, Anthony; Allen, George C.; Schmidt, Eric";Eric Schmidt Keynote Address at the Center for a New American Security Artificial Intelligence and Global Security Summit;13/11/2017;https://www.cnas.org/publications/transcript/eric-schmidt-keynote-address-at-the-center-for-a-new-american-security-artificial-intelligence-and-global-security-summit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Defense One;Corrigan, Jack;Three-Star General Wants AI in Every New Weapon System;03/11/2017;https://www.defenseone.com/technology/2017/11/three-star-general-wants-artificial-intelligence-every-new-weapon-system/142239/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Defense One;Tucker, Patrick;The Pentagon Needs Its Own Google For All Its Data, Says Eric Schmidt;10/01/2017;https://www.defenseone.com/technology/2017/01/pentagon-needs-its-own-google-all-its-data-says-eric-schmidt/134456/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;European Commission;European Commission;Fighting Terrorism Online: Internet Forum pushes for automatic detection of terrorist propaganda;06/12/2017;https://ec.europa.eu/commission/presscorner/detail/en/ip_17_5105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Fast Company;Carr, Austin;"Senators Grill Facebook, Twitter & Google On Fake News: ""Your Power Scares Me""";01/11/2017;https://www.fastcompany.com/40489793/senators-grill-facebook-twitter-google-on-fake-news-your-power-scares-me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Fortune;Roberts, Jeff John;Google Loses Supreme Court of Canada Case Over Search Results;28/06/2017;https://fortune.com/2017/06/28/canada-supreme-court-google/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Google The Keyword;Pichai, Sundar;Making AI work for everyone;17/05/2017;https://blog.google/technology/ai/making-ai-work-for-everyone/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Google The Keyword;"Walker, K; Salgado, R";Security and disinformation in the U.S. 2016 election;30/10/2017;https://blog.google/outreach-initiatives/public-policy/security-and-disinformation-us-2016-election/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Google The Keyword;Walker, Kent;Supporting new ideas in the fight against hate;20/09/2017;https://blog.google/outreach-initiatives/google-org/supporting-new-ideas-fight-against-hate/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Google The Keyword;Walker, Kent;Working together to combat terrorists online;20/09/2017;https://blog.google/outreach-initiatives/public-policy/working-together-combat-terrorists-online/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Google The Keyword;Whitaker, Nicholas;Our efforts to help protect journalists online;14/11/2017;https://blog.google/outreach-initiatives/google-news-initiative/our-efforts-help-protect-journalists-online/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Law360;Graf, Rachel;YouTube Ads Helped Fund ISIS, Family's Revised Suit Says;07/11/2017;https://www.law360.com/articles/982769/youtube-ads-helped-fund-isis-family-s-revised-suit-says;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;McKinsey;McKinsey;Platforms and modularity: Setup for success;06/04/2017;https://www.mckinsey.com/capabilities/operations/our-insights/platforms-and-modularity-setup-for-success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Medium;"Dauba-Pantanacce, A; Albers, J";Protect Your Election: Helping Everyone Get The Full Story;21/03/2017;https://medium.com/jigsaw/protect-your-election-helping-everyone-get-the-full-story-faea40934dd2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;PCWorld;Constantin, Lucian;To punish Symantec, Google may distrust a third of the web’s SSL certificates;24/03/2017;https://www.pcworld.com/article/406198/to-punish-symantec-google-may-distrust-a-third-of-the-webs-ssl-certificates.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Quartz;Nesbit, Jeff;Google’s true origin partly lies in CIA and NSA research grants for mass surveillance;08/12/2017;https://qz.com/1145669/googles-true-origin-partly-lies-in-cia-and-nsa-research-grants-for-mass-surveillance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;The Daily Signal;Rogers, Elle;Why Google Wants to Help Law Enforcement Access Personal Data on the Internet;29/06/2017;https://www.dailysignal.com/2017/06/29/google-exec-urges-democratic-countries-to-modernize-data-access-standards-in-heritage-speech/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;The Verge;Vincent, James;Google’s latest platform play is artificial intelligence, and it’s already winning;18/05/2017;https://www.theverge.com/2017/5/18/15657256/google-ai-machine-learning-tensorflow-io-2017-platform-play;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;U.S. Department of Defense;Pellerin, Cheryl;Project Maven to Deploy Computer Algorithms to War Zone by Year’s End;21/07/2017;https://www.defense.gov/News/News-Stories/Article/Article/1254719/project-maven-to-deploy-computer-algorithms-to-war-zone-by-years-end/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;U.S. Department of Defense;Pellerin, Cheryl;Project Maven Industry Day Pursues Artificial Intelligence for DoD Challenges;27/10/2017;https://www.defense.gov/News/News-Stories/Article/Article/1356172/project-maven-industry-day-pursues-artificial-intelligence-for-dod-challenges/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
